,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
544630,12837368.00,,,,2,3,,7,2,,,1168,1168,,,,,6037,,2,,,,2,34032898,-117924602,6062,,,,,,100,261,LCA106,60374078.01,118694,3101,,96488,0,,,,1,,,1956,,,99053,182929,2015,83876,2371.77,,,6.03741E+13
1035984,13048566.00,1,,,3,3,,7,3,,,1258,1258,,,,,6037,,3,,,,2,34124131,-117797213,2458,,,,,,010D,269,SDSP9*,60374004.03,33836,3101,,96513,0,,,,1,,,1986,,,176353,365165,2015,188812,4553.73,,,6.0374E+13
222040,11535127.00,1,,,4,4,,10,4,,,4215,4215,,,,,6037,,4,,,,2,33976906,-118460973,3840,,,,,,100,261,LARW2,60372742.02,12447,3101,21056,96128,0,,,,1,,,2002,,,387592,1937961,2015,1550369,23691.58,,,6.03727E+13
884867,12439332.00,,,,1,2,,7,1,,,887,887,,,,,6037,,1,,,,7,33818528,-118092478,5205,,,,,,100,261,LBR1N,60375740,46298,3101,416320,96242,0,,,,1,,,1953,,,61455,264266,2015,202811,3267.35,,,6.03757E+13
844567,14203704.00,1,,,2.5,3,,,2.5,,,2133,2133,,,,,6059,1,2,2,625,,6,33863635,-117730347,5000,,,,,,122,261,,60590219.24,16764,1286,113455,97027,8,,1,,,,,1991,,,224775,538332,2015,313557,5920.28,,,6.05902E+13
626305,10836507.00,,,,1,3,,7,1,,,999,999,,,,,6037,,1,,,,7,34193203,-118507463,7812,,,,,,100,261,LAR1,60371320.02,12447,3101,32368,96415,0,,,,1,,,1948,,,84400,425000,2015,340600,6161.54,,,6.03713E+13
606449,14193484.00,,,,2.5,3,,,2.5,,,2398,2398,,,,,6059,1,2,2,690,,,33888888,-117784788,9775,1,,,,1,122,261,,60590218.29,21412,1286,,97078,8,,1,,,,,1976,2,,195951,349625,2015,153674,4207.32,,,6.05902E+13
181886,11397065.00,,,,2,3,,7,2,,,1821,1821,,,,,6037,,2,,,,7,33971540,-118332802,6867,,,,,,100,261,INR1YY,60376008.02,12447,3101,115729,96137,0,,,,1,,,1940,,,144992,467200,2015,322208,6421.24,,,6.0376E+13
924825,11144124.00,1,,,3,3,,4,3,,,1751,1751,,,,,6037,,3,,,,2,34411198,-118479420,941489,1,,,,1,010C,266,SCUR2,60379200.3,54311,3101,37739,96374,0,,,,1,,,1986,,,206940,300722,2015,93782,4180.88,,,6.03792E+13
309852,14433980.00,,,,3.5,4,,,3.5,,,3314,3314,,,,,6059,,3,2,542,TRUE,,33495120,-117695367,4845,,,1,,,122,261,,60590423.32,25459,1286,,96987,0,,1,,,,,1993,,,386032,637861,2015,251829,6740.76,,,6.05904E+13
491452,17216502.00,,,,2.5,4,,,2.5,,1354,2560,2560,,,1354,,6111,1,2,2,596,,,34204988,-118895738,18281,1,505,,,1,1111,261,,61110062,34278,2061,,96383,8,,1,,,,,1987,2,,299000,853000,2015,554000,9389.14,,,6.11101E+13
760312,10899977.00,,,,1,2,,7,1,,,1055,1055,,,,,6037,,1,,,,7,34156888,-118371706,8256,,,,,,100,261,LAR1,60371254.02,12447,3101,46795,96447,0,,,,1,,,1926,,,55082,182504,2015,127422,2310.67,,,6.03713E+13
177424,11068633.00,1,,,3,3,,4,3,,,1714,1714,,,,,6037,,3,,,,2,34279070,-118565817,229533,,,,,,012C,266,LAC4,60371082.01,12447,3101,275078,96356,0,,,,1,,,2003,,,162000,524000,2015,362000,6354.6,,,6.03711E+13
298035,17171582.00,,,,2.5,2,,,2.5,,919,1235,1235,,,919,,6111,,2,1,152,,,34153770,-119217619,2450,,,,,,1110,261,,61110036.12,13150,2061,118106,97106,4,,1,,,,,1929,2,,109971,217660,2015,107689,2365.94,,,6.111E+13
605132,13860515.00,5,,,2,3,,,2,,,1470,1470,,,,,6059,1,2,2,506,,6,33675274,-118008877,3381,,,,,,122,261,,60590993.09,25218,1286,,96966,4,,,,,,,1976,1,,130495,318118,2015,187623,3860.16,,,6.0591E+13
231905,12782512.00,,,,2,4,,7,2,,,1768,,,1768,,,6037,,2,,,,,33992937,-118048150,7139,,,,,,200,246,WHR1YY,60375013,14634,3101,,96169,0,,,,2,,,1946,,,124389,302615,2015,178226,3990.84,,,6.0375E+13
818506,17146796.00,,,,2,5,,,2,,1732,2004,2004,,,1732,,6111,1,2,2,494,,,34214269,-119201725,6100,,,,,,1111,261,,61110029.05,13150,2061,,97101,8,,,,,,,1970,1,,176492,294152,2015,117660,3527.82,,,6.111E+13
501854,14072603.00,,,,2,4,,,2,,,1555,1555,,,,,6059,,2,2,419,,,33701868,-117964044,7176,,,,,,122,261,,60590992.34,8384,1286,,97008,8,,,,,,,1963,1,,82493,563535,2015,481042,6410.78,,,6.0591E+13
699928,17230354.00,,,,3,4,,,3,,1931,3089,3089,,,1931,,6111,1,3,2,456,,,34283919,-118754648,6952,1,415,,,1,1111,261,,61110079.03,27110,2061,,97118,9,,,,,,,1972,2,,187323,312200,2015,124877,3766.7,,,6.11101E+13
373598,10874256.00,1,,,2,3,,4,2,,,1262,1262,,,,,6037,,2,,,,2,34206482,-118400327,54586,,,,,,010C,266,LAR3,60371233.01,12447,3101,41131,96450,0,,,,1,,,1979,,,123177,176153,2015,52976,2222.46,,,6.03712E+13
216839,12752617.00,,,,3,3,,7,3,,,1254,1254,,,,,6037,,3,,,,2,33900073,-117986257,6156,,,,,,100,261,LMR1*,60375038.01,5465,3101,,96190,0,,,,1,,,1957,,,44610,76002,2015,31392,1247.91,,,6.0375E+13
504886,11612916.00,1,,,3,2,,10,3,,,1413,1413,,,,,6037,,3,,,,2,34048800,-118433000,13509,,,,,,010C,266,LAR3,60372672,12447,3101,118887,96006,0,,,,1,,,2006,,,275700,685000,2015,409300,8552.53,,,6.03727E+13
486107,13852075.00,,,,2,4,,,2,,,1902,1902,,,,,6059,,2,2,400,,,33925836,-117970383,10966,,,,,,122,261,,60590013.01,18874,1286,,96186,7,,,,,,,1957,1,,97533,545689,2015,448156,6146.96,,,6.059E+13
996369,11643014.00,1,,,2,2,,1,2,,,1264,1264,,,,,6037,,2,,,,2,34060200,-118442000,,,,,,,010E,266,LAR3,60372652.02,12447,3101,118920,96005,0,,,,1,,,1936,,,240000,740000,2015,500000,11059.34,,,
744455,17223129.00,,,,2.5,3,,,2.5,,823,1642,1642,,,823,,6111,1,2,2,487,,,34238685,-118813954,5161,,,,,,1111,261,,61110075.07,27110,2061,,97118,6,,1,,,,,1990,2,,298314,497185,2015,198871,5665.4,,,6.11101E+13
927849,12044136.00,,,,3,4,,7,3,,,2138,2138,,,,,6037,,3,,,,2,34200736,-118290381,7121,,,,,,100,261,BUR1YY,60373101,396054,3101,,96433,0,,,,1,,,1928,,,80579,127962,2015,47383,17766.44,,,6.03731E+13
707853,12747155.00,,,,1,3,,7,1,,,1513,1513,,,,,6037,,1,,,,7,33906218,-118084753,5162,,,,,,100,261,NOR1YY,60375521,53636,3101,,96193,0,,,,1,,,1950,,,31593,49313,2015,17720,951.02,,,6.03755E+13
527844,12387062.00,,,,2,3,,7,2,,,1359,1359,,,,,6037,,2,,,,2,33968713,-118132853,6029,1,,,,1,101,261,DOR106,60375507,4406,3101,,96100,0,,,,1,,,1953,,,83243,284594,2015,201351,3677.78,Y,15,6.03755E+13
279614,14277336.00,,,,1.5,3,,,1.5,,,1480,1480,,,,,6059,,1,2,400,,,33641330,-117933845,8100,,,,,,122,261,,60590636.04,38032,1286,,96959,5,,1,,,,,1955,1,,55884,400084,2015,344200,4843.48,,,6.05906E+13
863368,17219373.00,,,,2.5,4,,,2.5,,2558,2558,2558,,,2558,,6111,1,2,2,440,,,34216661,-118840743,9735,,,,,,1111,261,,61110075.09,34278,2061,,96385,8,,1,,,,,1986,1,,257736,430445,2015,172709,4831.32,,,6.11101E+13
497874,12388421.00,,,,2,4,,7,2,,,1705,,,1705,,,6037,,2,,,,,33967977,-118114272,6054,,,,,,200,246,PRRM*,60375025,26483,3101,,96197,0,,,,2,,,1950,,,94263,329923,2015,235660,4888.75,Y,15,6.0375E+13
249548,14170722.00,13,,,2.5,4,,,2.5,,,1951,1951,,,,,6059,1,2,2,472,,,33901966,-117869880,7000,,,,,,122,261,,60590117.09,26531,1286,,97068,8,,1,,,,,1976,2,,152737,292398,2015,139661,3778.86,,,6.05901E+13
494797,11552577.00,,,,3,3,,7,3,,,1780,1780,,,,,6037,,3,,,,7,34011119,-118451321,6050,,,,,,100,261,LAR1,60372714,12447,3101,116415,96047,0,,,,1,,,1953,,,138771,423649,2015,284878,5259.12,,,6.03727E+13
642006,11052487.00,,,,2,2,,4,2,,,1732,1732,,,,,6037,,2,,,,2,34248236,-118473799,11467,,,,,,100,261,LARS,60371172.02,12447,3101,13017,96369,0,,,,1,,,1944,,,86401,108379,2015,21978,1429.65,Y,12,6.03712E+13
410848,12858387.00,1,,,2,4,,4,2,,,2230,2230,,,,,6037,,2,,,,2,33985901,-117832211,34659,,,,,,100,261,LCR18000*,60374033.22,24384,3101,,96505,0,,,,1,,,1963,,,91479,113283,2015,21804,9923.47,,,6.0374E+13
815046,14253224.00,13,,,2,2,,,2,,,1141,1141,,,,,6059,1,2,2,460,,,33755490,-117837791,5460,,,,,,122,261,,60590754.03,47568,1286,,97001,5,,,,,,,1977,1,,100848,289063,2015,188215,3493.96,,,6.05908E+13
757457,13013586.00,1,,,3,4,,4,3,,,1788,1788,,,,,6037,,3,,,,2,34140370,-117950063,1854,,,,,,010D,269,DUC4*,60374300.03,24435,3101,,96270,0,,,,1,,,2004,,,152000,507000,2015,355000,6405.16,,,6.03743E+13
836095,11289189.00,,,,2,4,,7,2,,,1664,,,1664,,,6037,,2,,,,,34699341,-118130232,6876,,,,,,200,246,LRR2*,60379006.06,5534,3101,,97317,0,,,,2,,,1954,,,66588,78936,2015,12348,1929.04,Y,13,6.0379E+13
561778,14148924.00,,,,1,2,,,1,,,869,869,,,,,6059,,1,2,400,,,33928310,-117931800,5750,,,,,,122,261,,60590014.04,18874,1286,,96186,5,,,,,,,1948,3,,30600,334000,2015,303400,4058.14,,,6.059E+13
901849,12962919.00,1,,,1,3,,7,1,,,1038,1038,,,,,6037,,1,,,,2,34113824,-118006150,5670,,,,,,100,261,LCRA*,60374314,50749,3101,,96267,0,,,,1,,,1948,,,143000,486000,2015,343000,6148.8,,,6.03743E+13
522366,10882478.00,,,,1,2,,7,1,,,1303,1303,,,,,6037,,1,,,,7,34193258,-118405563,6639,,,,,,100,261,LAR1,60371233.04,12447,3101,268548,96451,0,,,,1,,,1951,,,61941,211797,2015,149856,2620.66,,,6.03712E+13
644260,11738134.00,,,,1,2,,7,1,,,1071,1071,,,,,6037,,1,,,,7,34033536,-118381499,4800,,,,,,100,261,LARD1.5,60372702,12447,3101,117183,96015,0,,,,1,,,1939,,,78026,187101,2015,109075,2339.84,,,6.03727E+13
474816,11513047.00,,,,3,3,,1,3,,,2396,2396,,,,,6037,,3,,,,2,33858306,-118388940,4357,,,,,,010C,266,HBR2YY,60376211.02,29712,3101,,96109,0,,,,1,,,2002,,,307294,891157,2015,583863,9743.32,,,6.03762E+13
769388,14028549.00,,,,4,4,,,4,,,2821,2821,,,,,6059,,4,2,462,TRUE,,33726371,-118002513,6528,,,1,,,122,261,,60590994.1,25218,1286,,96965,8,,,,,,,1967,1,,174654,425558,2015,250904,4915.34,,,6.0591E+13
724839,14005003.00,,,,1.5,3,,,1.5,,,1121,1121,,,,,6059,,1,2,460,,,33801403,-118006085,1410,,,,,,122,261,,60590881.01,42967,1286,,96203,6,,1,,,,,1971,2,,67001,316000,2015,248999,4164.98,,,6.05909E+13
883900,12206988.00,,,,1,2,,7,1,,,1168,1168,,,,,6037,,1,,,,7,33961176,-118302400,6729,,,,,,100,261,LARD2,60372382,12447,3101,118208,96028,0,,,,1,,,1923,,,95555,267240,2015,171685,3424.46,,,6.03724E+13
965022,14696277.00,,,,3,3,,,3,,,2016,2016,,,,,6059,,3,2,0,,,33842912,-117787528,,,,,,,34,266,,60590219.16,16764,1286,113455,97026,0,,,,,,,1979,,,191844,387188,2015,195344,4330.46,,,6.05902E+13
339949,14529611.00,,,,0,0,,,,,,,,,,,,6059,,,,,,,33637000,-117712000,,,,,,,0,263,,60590524.1,,1286,,96962,0,,,,,,,,,,115953,115953,2015,,1118.8,,,6.05905E+13
775955,11089801.00,,,,2,4,,7,2,,,1420,1420,,,,,6037,,2,,,,2,34249350,-118566628,6998,,,,,,100,261,LARS,60371133.03,12447,3101,37835,96346,0,,,,1,,,1957,,,123657,326092,2015,202435,5944.3,,,6.03711E+13
269145,10794366.00,,,,2,3,,7,2,,,1224,1224,,,,,6037,,2,,,,2,34192635,-118580156,7661,,,,,,100,261,LARS,60371349.04,12447,3101,27987,96341,0,,,,1,,,1954,,,64762,175955,2015,111193,2193.59,,,6.03713E+13
208730,17172242.00,,,,1,2,,,1,,916,916,916,,,916,,6111,,1,1,190,,,34169733,-119230647,2450,,,,,,1110,261,,61110036.12,13150,2061,115656,97106,5,,,,,,,1957,1,,43013,381032,2015,338019,4263.38,,,6.111E+13
65605,12123370.00,1,,,3,3,,4,3,,,1660,1660,,,,,6037,,3,,,,2,34164646,-118090837,2570,,,,,,010D,269,PSR*,60374625,47019,3101,273539,96295,0,,,,1,,,1990,,,162613,325226,2015,162613,3880.27,,,6.03746E+13
862915,17086430.00,,,,2,3,,,2,,1346,1346,1346,,,1346,,6111,1,2,2,452,,,34281653,-119223211,8075,,,,,,1111,261,,61110018,34543,2061,,97083,6,,,,,234,,1957,1,,195836,558948,2015,363112,5879,,,6.111E+13
419908,11333667.00,1,,,3,4,,4,3,,,2379,2379,,,,,6037,,3,,,,2,34482761,-118279654,242413,,,,,,100,261,LCA21*,60379108.05,16677,3101,,97298,0,,,,1,,,1989,,,268277,412814,2015,144537,5007.94,,,6.03791E+13
17923,11178077.00,1,,,3,3,,4,3,,,1638,1638,,,,,6037,,3,,,,2,34450242,-118621372,5174,,,,,,100,261,LCRPD6OO5.,60379201.18,10734,3101,,96398,0,,,,1,,,1986,,,153708,245770,2015,92062,3537.14,,,6.03792E+13
144051,13099429.00,,,,3,4,,4,3,,,1980,1980,,,,,6037,,3,,,,2,33995092,-117861493,8655,1,,,,1,101,261,LCRPD50001,60374033.03,24384,3101,,96522,0,,,,1,,,1978,,,190646,298919,2015,108273,3912.01,,,6.0374E+13
330616,11394492.00,,,,2,3,,7,2,,,1230,1230,,,,,6037,,2,,,,7,33972110,-118323808,5362,,,,,,100,261,LAR1,60372352.01,12447,3101,115729,96024,0,,,,1,,,1923,,,102000,339000,2015,237000,4735.77,,,6.03724E+13
636484,14264180.00,,,,2,3,,,2,,,1226,1226,,,,,6059,1,2,2,456,,,33704102,-117876278,5952,,,,,,122,261,,60590740.05,47568,1286,268453,97007,6,,,,,,,1969,1,,71494,398879,2015,327385,4787.62,,,6.05907E+13
372560,17221873.00,,,,2,3,,,2,,1842,1842,1842,,,1842,,6111,1,2,2,420,,,34246288,-118819760,5942,,,,,,1111,261,,61110075.14,27110,2061,,97118,7,,,,,,,1988,1,,239758,399596,2015,159838,4698.94,,,6.11101E+13
649863,13859919.00,,,,2.5,3,,,2.5,,,1728,1728,,,,,6059,1,2,2,504,,,33676720,-118007257,2350,,,,,,122,261,,60590993.09,25218,1286,,96966,6,,1,,,,,1972,2,,125317,284278,2015,158961,2098.78,,,6.0591E+13
380600,12775410.00,,,,1,2,,7,1,,,950,950,,,,,6037,,1,,,,7,34009017,-118069628,5311,,,,,,100,261,PRRE*,60375004.04,26483,3101,,96197,0,,,,1,,,1955,,,60000,302000,2015,242000,4430.97,,,6.0375E+13
3805,11477516.00,,,,4,4,,7,4,,,3553,,,3553,,,6037,,4,,,,,33901610,-118419089,3496,,,,,,400,248,MNRH,60376202.01,19177,3101,,96117,0,,,,4,,,1938,,,172082,1720862,2015,1548780,19752.85,,,6.03762E+13
4297,11597641.00,,,,2,2,,4,2,,,916,916,,,,,6037,,2,,,,,34004346,-118389444,211437,,,,,,010C,266,CCPD*,60377025.02,116042,3101,,96095,0,,,,1,,,1973,,,120300,421000,2015,300700,5047.59,,,6.0377E+13
480612,11728093.00,,,,4,4,,,4,,,4558,,,4558,,,6037,,4,,,,,34030292,-118332569,6624,,,,,,400,248,LAR3,60372193,12447,3101,115836,95999,0,,,,4,,,,,,120659,215456,2015,94797,3027.52,,,6.03722E+13
754158,13930377.00,,,,2,6,,,2,,,2155,2155,,,,,6059,1,2,1,230,,,33790665,-117951510,7260,,,,,,122,261,,60590882.02,24832,1286,,97047,10,,,,,,,1954,1,,77929,346087,2015,268158,4419.08,,,6.05909E+13
10569,13905460.00,,,,2,4,,,2,,,1344,1344,,,,,6059,1,2,2,400,,,33844161,-118012167,6600,,,,,,122,261,,60591103.03,10608,1286,,96180,7,,,,,,,1955,1,,68066,459000,2015,390934,5732.48,,,6.05911E+13
632138,12471829.00,,,,1,3,,7,1,,,1378,1378,,,,,6037,,1,,,,7,33840752,-118144007,5005,,,,,,100,261,LKR1YY,60375713,12292,3101,,96212,0,,,,1,,,1951,,,46421,67401,2015,20980,1135.13,,,6.03757E+13
1029000,11181495.00,1,,,3,4,,4,3,,,2228,2228,,,,,6037,,3,,,,2,34282226,-118536308,9669,,,,,,100,261,LARE9,60371081.01,12447,3101,275078,96356,0,,,,1,,,1978,,,203014,375394,2015,172380,4743.17,,,6.03711E+13
1009580,14666171.00,,,,3,3,,,3,,,2299,2299,,,,,6059,,3,2,0,,24,33777829,-118060492,,,,,,,34,266,,60591100.12,54352,1286,,96225,7,,,,,,,1975,2,,159720,488056,2015,328336,5629.22,,,6.05911E+13
684960,17219076.00,,,,1,2,,,1,,826,826,826,,,826,,6111,,1,1,0,,,34207653,-118846335,3920,,,,,,1129,266,,61110075.08,34278,2061,,96385,4,,,,,,,1976,1,,103000,298000,2015,195000,3114.92,,,6.11101E+13
355543,14463062.00,,,,3,4,,,3,,,2072,2072,,,,,6059,,3,2,418,,,33568561,-117641877,3845,,,,,,122,261,,60590320.57,52835,1286,,96998,0,,,,,,,1999,,,287719,411856,2015,124137,6662.04,,,6.05903E+13
593174,14673876.00,,,,2.5,3,,,2.5,,,1179,1179,,,,,6059,,2,1,0,,,33864929,-117779294,,,,,,,34,266,,60590218.17,21412,1286,,97078,0,,1,,,,,1976,,,78096,364337,2015,286241,4423.6,,,6.05902E+13
806719,11436546.00,,,,2,3,,7,2,,,1466,1466,,,,,6037,,2,,,,7,33899212,-118340037,4991,,,,,,100,261,HAR1YY,60376037.03,42150,3101,,96107,0,,,,1,,,1952,,,45129,225666,2015,180537,3052.98,,,6.0376E+13
461687,17197254.00,,,,2.5,3,,,2.5,,627,1367,1367,,,627,,6111,1,2,1,289,,,34277925,-118898506,4252,,,,,,1111,261,,61110076.12,25974,2061,,97097,6,,1,,,269,,1984,2,,216912,361517,2015,144605,4045.58,,,6.11101E+13
21245,12168528.00,,,,1,2,,7,1,,,540,540,,,,,6037,,1,,,,7,34194182,-118124407,13606,,,,,,100,261,LCR120,60374601,30187,3101,,96265,0,,,,1,,,1951,,,16227,81192,2015,64965,1207.96,,,6.03746E+13
28436,12909460.00,1,,,3,4,,4,3,,,2572,2572,,,,,6037,,3,,,,2,34077543,-117819553,13775,,,,,,010D,269,SDSFH*,60374013.04,33836,3101,,96513,0,,,,1,,,1987,,,258480,440403,2015,181923,5436.56,,,6.0374E+13
55056,13902293.00,1,21,,2.5,3,,,2.5,,,1276,1276,,,,,6059,,2,2,400,,6,33888220,-117991456,1210,1,,,,1,122,261,,60591106.04,10608,1286,,96181,6,,1,6,,,,1977,2,TRUE,111279,228047,2015,116768,2883.76,,,6.05911E+13
860435,14474428.00,,,,2,3,,,2,,,1360,1360,,,,,6059,1,2,2,480,,,33609283,-117672697,6000,,,,,,122,261,,60590320.03,12773,1286,,96995,6,,,,,,,1967,1,,80605,348992,2015,268387,3669.5,,,6.05903E+13
105576,10792921.00,1,,,1,1,,4,1,,,863,863,,,,,6037,,1,,,,2,34175800,-118598000,143398,1,,,,1,010C,266,LAWC,60371371.03,12447,3101,48570,96389,0,,,,1,,,1980,,,39588,58779,2015,19191,3361.85,,,6.03714E+13
664694,13849641.00,,,,2,3,,,2,,,1682,1682,,,,,6059,1,2,1,390,,,33941788,-117972134,8127,1,,,,1,122,261,,60590011.01,,1286,,96186,6,,,,,,,1954,1,,92311,267555,2015,175244,2899.5,,,6.059E+13
97398,12615795.00,,,,2,3,,7,2,,,1978,1978,,,,,6037,,2,,,,2,33851574,-118245017,4947,,,,,,100,261,CARS*,60375433.04,10723,3101,,96230,0,,,,1,,,1964,,,154175,267392,2015,113217,3901.85,,,6.03754E+13
414261,14465963.00,,,,2.5,5,,,2.5,,,2882,2882,,,,,6059,1,2,2,644,,,33566819,-117660514,8625,,,,,,122,261,,60590320.13,12773,1286,,96995,10,,1,,,,,1972,2,,167965,776820,2015,608855,7808.74,,,6.05903E+13
54268,12972150.00,1,,,3,4,,4,3,,,1665,1665,,,,,6037,,3,,,,2,34138956,-117971843,2165,,,,,,100,261,DUC4YY,60374301.01,24435,3101,,96270,0,,,,1,,,1997,,,176165,243914,2015,67749,3908.1,,,6.03743E+13
894189,10896673.00,,,,1,2,,7,1,,,1130,1130,,,,,6037,,1,,,,7,34170583,-118404100,7249,,,,,,100,261,LAR1,60371249.02,12447,3101,268551,96452,0,,,,1,,,1942,,,44213,221086,2015,176873,2731.41,,,6.03712E+13
905930,14529325.00,,,,0,0,,,,,,,,,,,,6059,,,,,,,33638700,-117711000,,,,,,,73,263,,60590524.1,32380,1286,,96962,0,,,,,,,,,,7666,7666,2015,,,,,6.05905E+13
1004027,12449765.00,,,,2,5,,7,2,,,2142,,,2142,,,6037,,2,,,,,33868789,-118165855,13759,,,,,,200,246,LBR3T,60375705.02,46298,3101,276476,96239,0,,,,2,,,1946,,,107033,222122,2015,115089,2896.36,,,6.03757E+13
789165,17275572.00,,,,1.5,2,,,1.5,,623,1214,1214,,,623,,6111,,1,1,0,,,34181269,-118855350,435,,,,,,1129,266,,61110071,34278,2061,,96385,5,,1,,,,,1979,2,,101500,290000,2015,188500,3031.06,,,6.11101E+13
220308,14324946.00,,,,4.5,4,,,4.5,,,4970,4970,,,,,6059,,4,3,754,,,33596775,-117832328,15400,,,,,,122,261,,60590626.43,40009,1286,,96975,0,,1,,,,,1992,,,716378,2574921,2015,1858543,47379.06,,,6.05906E+13
584791,11715881.00,1,,,2,4,,7,2,,,2462,2462,,,,,6037,,2,,,,2,34017990,-118320728,6739,,,,,,100,261,LAR1,60372340,12447,3101,274293,95999,0,,,,1,,,1938,,,106354,343243,2015,236889,4399.38,,,6.03723E+13
350636,12732627.00,,,,2,4,,4,2,,,1399,1399,,,,,6037,,2,,,,2,33918747,-117987270,6249,1,,,,1,101,261,LCRA06,60375037.02,114828,3101,,96172,0,,,,1,,,1960,,,107705,164409,2015,56704,2139.26,,,6.0375E+13
853945,12125443.00,,,,1,1,,7,1,,,588,588,,,,,6037,,1,,,,7,34143323,-118067013,3548,,,,,,100,261,LCR1YY,60374631.01,50749,3101,,96295,0,,,,1,,,1924,,,50066,220082,2015,170016,2881.54,,,6.03746E+13
585959,12049135.00,1,,,4,5,,1,4,,,4972,4972,,,,,6037,,4,,,,2,34201800,-118238908,14610,1,,,,1,101,261,GLR1(PRD)*,60373007.01,45457,3101,274857,96327,0,,,,1,,,1981,,,685057,1063191,2015,378134,11978.54,,,6.0373E+13
849813,10933724.00,1,,,2,2,,7,2,,,1254,1254,,,,,6037,,2,,,,2,34133800,-118360000,26392,1,,,,1,010C,266,LARD1.5,60371437,12447,3101,274049,96049,0,,,,1,,,1963,,,48806,82310,2015,33504,1137.76,,,6.03714E+13
268688,17275774.00,,,,2,2,,,2,66,,917,917,,,,,6111,,2,2,0,,,34179267,-118850050,,,,,,,1129,266,,61110071,34278,2061,,96385,4,,,,,,,1985,,,80837,134722,2015,53885,1476.66,,,6.11101E+13
520669,17307782.00,,,,0,0,,,,,,,,,,,,6111,,,,,,,34240450,-119185037,,,,,,,1118,263,,61110030.12,13150,2061,,97107,0,,,,,,,,,,,,2015,,,,,
914329,12389580.00,,,,1,2,,7,1,,,1034,1034,,,,,6037,,1,,,,7,33988125,-118098252,7254,,,,,,100,261,PRSF*,60375007.01,26483,3101,,96197,0,,,,1,,,1950,,,24863,51358,2015,26495,1129.05,,,6.0375E+13
1010409,17195025.00,,,,2.5,3,,,2.5,,769,1524,1524,,,769,,6111,1,2,2,0,,,34176034,-118975266,,,,,,,1129,266,,61110058.02,34278,2061,46736,96351,8,,1,,,,,2005,2,,244000,487000,2015,243000,5294.36,,,6.11101E+13
933518,14131748.00,,,,1,2,,,1,,,1211,1211,,,,,6059,,1,1,360,,,33863994,-118007545,7560,,,,,,122,261,,60591105,10608,1286,,96181,5,,,,,,,1948,1,,48602,225045,2015,176443,2850.36,,,6.05911E+13
600728,12052127.00,,,,2,2,,7,2,,,1392,1392,,,,,6037,,2,,,,2,34180829,-118282420,8396,1,,,,1,101,261,GLR1YY,60373014,45457,3101,273617,96320,0,,,,1,,,1931,,,307383,769993,2015,462610,8579.23,,,6.0373E+13
582465,11015485.00,1,,,3,3,,4,3,,,2323,2323,,,,,6037,,3,,,,2,34287172,-118498832,17037,1,,,,1,101,261,LARA,60371066.45,12447,3101,31817,96370,0,,,,1,,,1957,,,254995,713884,2015,458889,8892.72,,,6.03711E+13
267640,12134965.00,,,,0,0,,,,,,,,,,,,6037,,,,,,,34149438,-118030462,,,,,,,010C,266,ARR3*,60374304,50749,3101,,96267,0,,,,,,,,,,265000,508345,2015,243345,9764.24,,,
420764,11585783.00,,,,1,1,,4,1,,,686,686,,,,,6037,,1,,,,7,34010800,-118470000,6286,,,,,,010E,266,SMR3*,60377022.01,26964,3101,,96152,0,,,,1,,,1963,,,71212,356075,2015,284863,4503.7,,,6.0377E+13
1032678,12258694.00,,,,1,3,,7,1,,,1180,1180,,,,,6037,,1,,,,7,33922710,-118276371,6025,,,,,,100,261,LCR1*,60375409.01,118994,3101,,96042,0,,,,1,,,1948,,,63600,323000,2015,259400,4400.43,,,6.03754E+13
670825,10825453.00,1,,,2,3,,7,2,,,1465,1465,,,,,6037,,2,,,,2,34211147,-118431180,6009,,,,,,100,261,LAR1,60371203,12447,3101,13176,96411,0,,,,1,,,1951,,,105206,285289,2015,180083,3574.87,,,6.03712E+13
68648,12856838.00,,,,2,4,,4,2,,,1758,1758,,,,,6037,,2,,,,2,33985117,-117974772,14357,1,,,,1,101,261,LCRA10000*,60374085.03,45602,3101,,96489,0,,,,1,,,1960,,,175113,492904,2015,317791,5911.31,,,6.03741E+13
